Accessions,10C,18C,18T,19T,3T,4T,5C,8C
O95758-6,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
O95758-7,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
O95782,NA,NA,NA,1.11E-05,NA,NA,NA,NA
O95782-2,NA,NA,NA,1.11E-05,NA,NA,NA,NA
P00338,NA,0.00052116,NA,0.000509447,NA,NA,4.50E-05,NA
P00338-2,NA,NA,NA,NA,NA,NA,4.50E-05,NA
P00338-3,NA,0.00052116,NA,0.000509447,NA,NA,4.50E-05,NA
P00338-4,NA,NA,NA,NA,NA,NA,4.50E-05,NA
P00338-5,NA,NA,NA,NA,NA,NA,4.50E-05,NA
P00352,NA,0.000185141,NA,NA,NA,NA,NA,NA
P00387,NA,9.48E-05,NA,0.000133524,NA,NA,NA,NA
P00387-2,NA,9.48E-05,NA,0.000133524,NA,NA,NA,NA
P00387-3,NA,9.48E-05,NA,0.000133524,NA,NA,NA,NA
P00403,NA,NA,NA,6.27E-05,NA,NA,NA,NA
P00441,NA,0.000167952,NA,NA,NA,NA,NA,NA
P00450,NA,5.61E-05,NA,NA,NA,NA,0.00230365,NA
P00488,NA,0.000113313,NA,NA,NA,NA,NA,NA
P00505,NA,NA,NA,5.65E-05,NA,NA,NA,NA
P00505-2,NA,NA,NA,5.65E-05,NA,NA,NA,NA
P00540,NA,NA,NA,NA,NA,0.000308247,NA,NA
P00558,NA,0.000911131,NA,0.001154562,NA,NA,NA,NA
P00568,NA,3.22E-05,NA,3.02E-05,NA,NA,NA,NA
P00734,NA,8.60E-06,NA,NA,NA,NA,0.00147733,NA
P00736,NA,NA,NA,NA,NA,NA,0.000498049,NA
P00738,NA,5.27E-05,NA,6.19E-05,NA,NA,0.017193715,NA
P00739,NA,NA,NA,NA,NA,NA,0.003675255,NA
P00739-2,NA,NA,NA,NA,NA,NA,0.003675255,NA
P00740,NA,NA,NA,NA,NA,NA,7.13E-05,NA
P00740-2,NA,NA,NA,NA,NA,NA,7.13E-05,NA
P00742,NA,NA,NA,NA,NA,NA,5.21E-05,NA
P00747,NA,NA,NA,1.65E-05,NA,NA,0.001365022,NA
P00748,NA,1.16E-05,NA,NA,NA,NA,0.000165206,NA
P00915,NA,0.00038614,NA,0.000564622,NA,NA,0.001574291,NA
P00918,NA,NA,NA,NA,NA,NA,0.000425257,NA
P01008,NA,NA,NA,NA,NA,NA,0.001915984,NA
P01009,NA,NA,NA,0.000456714,NA,NA,NA,NA
P01011,NA,7.59E-05,NA,4.75E-05,NA,NA,0.004941631,NA
P01023,NA,0.000287411,NA,3.01E-05,NA,NA,0.004550353,NA
P01024,NA,8.63E-05,NA,5.49E-05,NA,NA,0.007146383,NA
P01031,NA,NA,NA,NA,NA,NA,0.000422569,NA
P01042,NA,2.63E-05,NA,NA,NA,NA,NA,NA
P01042-2,NA,2.63E-05,NA,NA,NA,NA,0.001269096,NA
P01591,NA,6.17E-05,NA,NA,NA,NA,0.000996097,NA
P01699,NA,NA,NA,NA,NA,NA,0.000178787,NA
P01700,NA,NA,NA,NA,NA,NA,0.000178787,NA
P01717,NA,NA,NA,NA,NA,NA,0.000213449,NA
P01860,NA,NA,NA,0.000692945,NA,NA,NA,NA
P01861,NA,0.001380098,NA,NA,NA,NA,NA,NA
P01871,NA,NA,NA,3.88E-05,NA,NA,0.003509428,NA
P01871-2,NA,NA,NA,3.88E-05,NA,NA,NA,NA
P01903,NA,0.000358157,NA,NA,NA,NA,NA,NA
P02042,NA,0.013584512,NA,0.01254254,NA,NA,0.02089771,NA
P02452,NA,0.006761609,NA,0.00160141,NA,NA,NA,NA
P02461,NA,0.001905439,NA,NA,NA,NA,NA,NA
P02462,NA,5.34E-06,NA,NA,NA,NA,NA,NA
P02511,NA,NA,NA,0.002339679,NA,NA,NA,NA
P02533,NA,0.00036091,NA,NA,NA,NA,NA,NA
P02538,NA,0.000664167,NA,NA,NA,0.00010637,NA,NA
P02545,NA,0.000542651,NA,0.000308947,NA,NA,NA,NA
P02545-6,NA,NA,NA,0.000308947,NA,NA,NA,NA
P02647,NA,0.002722411,NA,0.001012924,NA,NA,0.015025397,NA
P02649,NA,0.00048111,NA,0.000287907,NA,NA,0.002271855,NA
P02652,NA,0.001311066,NA,0.00032655,NA,NA,0.010205015,NA
P02654,NA,0.000526533,NA,0.000181585,NA,NA,0.003996389,NA
P02655,NA,NA,NA,NA,NA,NA,0.003239781,NA
P02656,NA,0.000126125,NA,0.000270645,NA,NA,0.002761906,NA
P02671,NA,0.000217306,NA,0.000939797,NA,NA,0.006361334,NA
P02671-2,NA,0.000217306,NA,0.000939797,NA,NA,0.006361334,NA
P02675,NA,0.000432317,NA,0.000504773,NA,NA,0.007376393,NA
P02679,NA,0.000350452,NA,0.000345644,NA,NA,0.005234457,NA
P02679-2,NA,0.000350452,NA,0.000345644,NA,NA,0.005234457,NA
P02686,NA,2.05E-05,NA,NA,NA,NA,NA,NA
P02686-2,NA,2.05E-05,NA,NA,NA,NA,NA,NA
P02686-3,NA,2.05E-05,NA,NA,NA,NA,NA,NA
P02686-4,NA,2.05E-05,NA,NA,NA,NA,NA,NA
P02686-5,NA,2.05E-05,NA,NA,NA,NA,NA,NA
P02686-6,NA,2.05E-05,NA,NA,NA,NA,NA,NA
P02730,NA,1.96E-05,NA,1.19E-05,NA,NA,NA,NA
P02730-2,NA,1.96E-05,NA,1.19E-05,NA,NA,NA,NA
P02741,NA,NA,NA,NA,NA,NA,0.00045358,NA
P02743,NA,NA,NA,NA,NA,NA,0.000221107,NA
P02745,NA,NA,NA,NA,NA,NA,0.000231745,NA
P02746,NA,NA,NA,NA,NA,NA,0.0004134,NA
P02747,NA,NA,NA,NA,NA,NA,0.000859896,NA
P02748,NA,NA,NA,NA,NA,NA,0.001328426,NA
P02749,NA,5.69E-05,NA,NA,NA,NA,0.00050671,NA
P02751,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-1,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-10,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-11,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-13,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-14,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-17,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-3,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-5,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-6,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-7,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-8,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02751-9,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P02753,NA,NA,NA,NA,NA,NA,0.000170972,NA
P02760,NA,NA,NA,NA,NA,NA,0.000683402,NA
P02763,NA,0.000110931,NA,2.92E-05,NA,NA,0.002921389,NA
P02765,NA,8.99E-05,NA,1.60E-05,NA,NA,0.001270227,NA
P02766,NA,9.71E-05,NA,NA,NA,NA,0.000559034,NA
P02768,0.002729716,0.014841263,0.00522012,0.005531186,0.013489426,NA,0.059299671,NA
P02774,NA,5.83E-05,NA,1.24E-05,NA,NA,0.003814169,NA
P02774-2,NA,5.83E-05,NA,1.24E-05,NA,NA,NA,NA
P02774-3,NA,5.83E-05,NA,1.24E-05,NA,NA,0.003814169,NA
P02775,NA,NA,NA,NA,NA,NA,0.000642016,NA
P02776,NA,NA,NA,NA,NA,NA,0.000917198,NA
P02787,NA,0.001103991,NA,NA,NA,NA,0.009853227,NA
P02790,NA,0.000181465,NA,0.000164924,NA,NA,0.011594182,NA
P02792,NA,0.001060065,NA,NA,NA,NA,NA,NA
P02794,NA,0.000365525,NA,NA,NA,NA,NA,NA
P02795,NA,0.000526356,NA,NA,NA,NA,NA,NA
P03952,NA,NA,NA,NA,NA,NA,0.000269321,NA
P04003,NA,NA,NA,1.26E-05,NA,NA,NA,NA
P04004,NA,8.21E-05,NA,0.000532514,NA,NA,0.001503523,NA
P04040,NA,5.25E-05,NA,NA,NA,NA,NA,NA
P04075,NA,0.000644409,NA,0.001124846,NA,NA,NA,NA
P04075-2,NA,0.000644409,NA,0.001124846,NA,NA,NA,NA
P04080,NA,0.001492537,NA,NA,NA,NA,NA,NA
P04083,NA,0.001028499,NA,0.000198437,NA,NA,NA,NA
P04179,NA,0.000457993,NA,NA,NA,NA,NA,NA
P04179-4,NA,0.000457993,NA,NA,NA,NA,NA,NA
P04196,NA,2.55E-05,NA,NA,NA,NA,0.000634656,NA
P04216,NA,0.000166189,NA,NA,NA,NA,NA,NA
P04217,NA,2.52E-05,NA,NA,NA,NA,0.001101744,NA
P04233,NA,8.74E-05,NA,NA,NA,NA,NA,NA
P04233-2,NA,8.74E-05,NA,NA,NA,NA,NA,NA
P04233-4,NA,8.74E-05,NA,NA,NA,NA,NA,NA
P04233-5,NA,8.74E-05,NA,NA,NA,NA,NA,NA
P04259,NA,NA,NA,NA,NA,0.00010637,NA,NA
P04264,0.000584774,NA,NA,0.00046026,NA,0.000631392,NA,NA
P04278,NA,NA,NA,NA,NA,NA,4.83E-05,NA
P04278-2,NA,NA,NA,NA,NA,NA,4.83E-05,NA
P04278-3,NA,NA,NA,NA,NA,NA,4.83E-05,NA
P04278-4,NA,NA,NA,NA,NA,NA,4.83E-05,NA
P04278-5,NA,NA,NA,NA,NA,NA,4.83E-05,NA
P04350,NA,0.001639134,NA,0.003609479,NA,NA,NA,NA
P04406,NA,0.00300045,NA,0.003791633,NA,NA,0.000223007,NA
P04792,NA,0.000535129,NA,NA,NA,NA,NA,NA
P04839,NA,4.07E-05,NA,NA,NA,NA,NA,NA
P04843,NA,5.44E-05,NA,6.21E-05,NA,NA,NA,NA
P04844,NA,5.09E-05,NA,4.64E-05,NA,NA,NA,NA
P04844-2,NA,5.09E-05,NA,4.64E-05,NA,NA,NA,NA
P04899,NA,0.000263796,NA,0.00022171,NA,NA,NA,NA
P04899-4,NA,0.000263796,NA,NA,NA,NA,NA,NA
P04908,NA,NA,NA,0.004688928,NA,NA,NA,NA
P05023,NA,NA,NA,0.000242271,NA,NA,NA,NA
P05023-3,NA,NA,NA,0.000242271,NA,NA,NA,NA
P05023-4,NA,NA,NA,0.000242271,NA,NA,NA,NA
P05026,NA,NA,NA,0.000143697,NA,NA,NA,NA
P05026-2,NA,NA,NA,0.000143697,NA,NA,NA,NA
P05090,NA,2.83E-05,NA,NA,NA,NA,NA,NA
P05091,NA,0.000110407,NA,NA,NA,NA,NA,NA
P05107,NA,4.29E-05,NA,NA,NA,NA,NA,NA
P05109,NA,0.000258933,NA,NA,NA,NA,0.001510212,NA
P05114,NA,0.000383509,NA,0.000200954,NA,NA,NA,NA
P05141,NA,0.000197531,NA,0.000570381,NA,NA,NA,NA
P05155,NA,1.25E-05,NA,NA,NA,NA,0.002474305,NA
P05155-2,NA,1.25E-05,NA,NA,NA,NA,0.002474305,NA
P05155-3,NA,1.25E-05,NA,NA,NA,NA,0.002474305,NA
P05156,NA,NA,NA,NA,NA,NA,0.000320357,NA
P05166,0.000239551,NA,NA,NA,0.000568206,0.000111303,NA,NA
P05166-2,0.000239551,NA,NA,NA,0.000568206,0.000111303,NA,NA
P05204,NA,0.00099098,NA,0.000753578,NA,NA,NA,NA
P05386,NA,5.48E-05,NA,NA,NA,NA,NA,NA
P05387,NA,0.00110128,NA,0.000364047,NA,NA,NA,NA
P05388,NA,0.000354502,NA,0.000338093,NA,NA,NA,NA
P05452,NA,3.53E-05,NA,NA,NA,NA,NA,NA
P05455,NA,NA,NA,7.59E-05,NA,NA,NA,NA
P05543,NA,NA,NA,NA,NA,NA,0.000122412,NA
P05546,NA,NA,NA,NA,NA,NA,0.001365392,NA
P05556,NA,5.48E-05,NA,1.78E-05,NA,NA,NA,NA
P05556-2,NA,5.48E-05,NA,1.78E-05,NA,NA,NA,NA
P05556-3,NA,5.48E-05,NA,1.78E-05,NA,NA,NA,NA
P05556-4,NA,5.48E-05,NA,1.78E-05,NA,NA,NA,NA
P05556-5,NA,5.48E-05,NA,1.78E-05,NA,NA,NA,NA
P05787,NA,0.000563197,NA,NA,NA,NA,NA,NA
P05787-2,NA,0.000563197,NA,NA,NA,NA,NA,NA
P05997,NA,2.86E-05,NA,NA,NA,NA,NA,NA
P06396,NA,0.000318203,NA,0.000145619,NA,NA,0.000217817,NA
P06396-2,NA,0.000318203,NA,0.000145619,NA,NA,NA,NA
P06396-3,NA,0.000318203,NA,0.000145619,NA,NA,NA,NA
P06396-4,NA,0.000318203,NA,0.000145619,NA,NA,NA,NA
P06454,NA,0.000594588,NA,0.000528032,NA,NA,NA,NA
P06454-2,NA,0.000594588,NA,0.000528032,NA,NA,NA,NA
P06576,0.001088189,0.000468702,NA,0.001163368,NA,NA,NA,NA
P06681,NA,NA,NA,5.57E-06,NA,NA,0.000109279,NA
P06681-3,NA,NA,NA,NA,NA,NA,0.000109279,NA
P06702,NA,0.000743235,NA,NA,NA,NA,0.001874235,NA
P06703,NA,0.00148647,NA,0.000288406,NA,NA,0.000232423,NA
P06727,NA,NA,NA,NA,NA,NA,0.000143378,NA
P06733,NA,0.001607031,NA,0.001649536,NA,NA,NA,NA
P06744-2,NA,5.27E-05,NA,0.000211578,NA,NA,NA,NA
P06748,NA,0.000197185,NA,0.000404414,NA,NA,NA,NA
P06748-2,NA,NA,NA,0.000404414,NA,NA,NA,NA
P06753-2,NA,0.001129717,NA,NA,NA,NA,NA,NA
P06753-4,NA,NA,NA,0.000214469,NA,NA,NA,NA
P06753-5,NA,NA,NA,0.000214469,NA,NA,NA,NA
P06899,0.010631756,0.003864821,NA,0.006392784,NA,0.010210373,NA,0.028195804
P07099,NA,0.000129372,NA,NA,NA,NA,NA,NA
P07108,NA,0.00020503,NA,0.000192485,NA,NA,NA,NA
P07108-2,NA,0.00020503,NA,0.000192485,NA,NA,NA,NA
P07108-3,NA,0.00020503,NA,0.000192485,NA,NA,NA,NA
P07108-4,NA,0.00020503,NA,0.000192485,NA,NA,NA,NA
P07108-5,NA,0.00020503,NA,0.000192485,NA,NA,NA,NA
P07195,NA,0.000389864,NA,0.00068188,NA,NA,4.47E-05,NA
P07203,NA,0.000202101,NA,NA,NA,NA,NA,NA
P07225,NA,NA,NA,NA,NA,NA,0.000212186,NA
P07237,NA,0.000732116,NA,0.00025383,NA,NA,NA,NA
P07305,NA,7.36E-05,NA,0.000789832,NA,NA,NA,NA
P07305-2,NA,7.36E-05,NA,NA,NA,NA,NA,NA
P07339,NA,0.001892002,NA,8.13E-05,NA,NA,NA,NA
P07355,NA,0.002559885,NA,0.000439649,NA,NA,NA,NA
P07355-2,NA,0.002559885,NA,0.000439649,NA,NA,NA,NA
P07357,NA,NA,NA,NA,NA,NA,0.000104897,NA
P07360,NA,NA,NA,NA,NA,NA,0.000332854,NA
P07437,NA,0.00249285,NA,0.004825839,NA,NA,NA,NA
P07585,NA,0.000129186,NA,NA,NA,NA,NA,NA
P07602,NA,0.000190631,NA,9.59E-06,NA,NA,NA,NA
P07602-2,NA,0.000190631,NA,9.59E-06,NA,NA,NA,NA
P07602-3,NA,0.000190631,NA,9.59E-06,NA,NA,NA,NA
P07711,NA,1.87E-05,NA,NA,NA,NA,NA,NA
P07711-3,NA,1.87E-05,NA,NA,NA,NA,NA,NA
P07737,NA,0.003548415,NA,0.000861232,NA,NA,0.000405554,NA
P07741,NA,3.47E-05,NA,NA,NA,NA,NA,NA
P07741-2,NA,3.47E-05,NA,NA,NA,NA,NA,NA
P07814,NA,NA,NA,7.75E-06,NA,NA,NA,NA
P07858,NA,0.00074455,NA,1.73E-05,NA,NA,NA,NA
P07864,NA,NA,NA,NA,NA,NA,4.50E-05,NA
P07900,0.000411579,0.000472746,NA,0.000889926,NA,0.000382466,NA,NA
P07900-2,0.000411579,0.000472746,NA,0.000889926,NA,0.000382466,NA,NA
P07910-2,NA,0.000224428,NA,0.000476117,NA,NA,NA,NA
P07910-4,NA,0.000224428,NA,NA,NA,NA,NA,NA
P07942,NA,NA,NA,9.85E-06,NA,NA,NA,NA
P07951-2,NA,0.001271874,NA,NA,NA,NA,NA,NA
P07954,NA,NA,NA,6.57E-05,NA,NA,NA,NA
P07954-2,NA,NA,NA,6.57E-05,NA,NA,NA,NA
P07996,NA,NA,NA,NA,NA,NA,1.28E-05,NA
P07996-2,NA,NA,NA,NA,NA,NA,1.28E-05,NA
P08123,NA,NA,NA,0.000546151,NA,NA,NA,NA
P08133,NA,0.000470458,NA,0.000233899,NA,NA,NA,NA
P08133-2,NA,NA,NA,0.000233899,NA,NA,NA,NA
P08185,NA,NA,NA,NA,NA,NA,0.000667754,NA
P08237,NA,NA,NA,9.66E-06,NA,NA,NA,NA
P08237-2,NA,NA,NA,9.66E-06,NA,NA,NA,NA
P08237-3,NA,NA,NA,9.66E-06,NA,NA,NA,NA
P08238,0.000468143,0.000429926,0.000524867,0.00101541,NA,0.000377485,NA,NA
P08493,NA,NA,NA,5.69E-05,NA,NA,NA,NA
P08493-2,NA,NA,NA,5.69E-05,NA,NA,NA,NA
P08559-2,NA,NA,NA,4.72E-05,NA,NA,NA,NA
P08571,NA,9.75E-05,NA,NA,NA,NA,NA,NA
P08572,NA,NA,NA,2.93E-06,NA,NA,NA,NA
P08574,NA,NA,NA,0.00012624,NA,NA,NA,NA
P08579,NA,NA,NA,2.98E-05,NA,NA,NA,NA
P08603,NA,7.25E-06,NA,NA,NA,NA,0.000341068,NA
P08670,NA,0.006185755,NA,0.003189319,NA,NA,NA,NA
P08697,NA,NA,NA,NA,NA,NA,0.001524576,NA
P08708,NA,0.000112311,NA,NA,NA,NA,NA,NA
P08727,NA,0.000309929,NA,NA,NA,NA,NA,NA
P08758,NA,0.001446521,NA,0.000389872,NA,NA,NA,NA
P08865,NA,0.00013605,NA,0.000244097,NA,NA,NA,NA
P09104,0.000557826,NA,NA,0.000812228,NA,NA,NA,NA
P09104-2,0.000557826,NA,NA,NA,NA,NA,NA,NA
P09211,NA,0.001206164,NA,0.000366821,NA,NA,NA,NA
P09382,NA,0.002279253,NA,0.000781488,NA,NA,NA,NA
P09429,NA,6.22E-05,NA,0.000163567,NA,NA,NA,NA
P09455,NA,0.000251048,NA,NA,NA,NA,NA,NA
P09455-2,NA,0.000251048,NA,NA,NA,NA,NA,NA
P09455-3,NA,0.000251048,NA,NA,NA,NA,NA,NA
P09467,NA,1.85E-05,NA,NA,NA,NA,NA,NA
P09471,NA,NA,NA,0.000754524,NA,NA,NA,NA
P09493,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-10,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-2,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-3,NA,0.001177661,NA,7.08E-05,NA,NA,NA,NA
P09493-4,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-5,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-6,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-7,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-8,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09493-9,NA,NA,NA,7.08E-05,NA,NA,NA,NA
P09525,NA,0.000195711,NA,NA,NA,NA,NA,NA
P09525-3,NA,0.000195711,NA,NA,NA,NA,NA,NA
P09543,NA,NA,NA,3.78E-05,NA,NA,NA,NA
P09543-2,NA,NA,NA,3.78E-05,NA,NA,NA,NA
P09622,NA,1.23E-05,NA,8.72E-05,NA,NA,NA,NA
P09622-2,NA,1.23E-05,NA,8.72E-05,NA,NA,NA,NA
P09622-3,NA,1.23E-05,NA,NA,NA,NA,NA,NA
P09651,NA,0.000513072,NA,0.000846312,NA,NA,NA,NA
P09651-2,NA,0.000513072,NA,0.000846312,NA,NA,NA,NA
P09651-3,NA,0.000513072,NA,0.000846312,NA,NA,NA,NA
P09871,NA,NA,NA,NA,NA,NA,0.000299698,NA
P09874,NA,NA,NA,8.51E-05,NA,NA,NA,NA
P09936,NA,0.000139981,NA,0.000724666,NA,NA,NA,NA
P09960,NA,9.49E-05,NA,NA,NA,NA,NA,NA
P09960-2,NA,9.49E-05,NA,NA,NA,NA,NA,NA
P0C0L4,NA,1.84E-05,NA,NA,NA,NA,0.003540028,NA
P0C0L4-2,NA,1.84E-05,NA,NA,NA,NA,NA,NA
P0C0L5,NA,1.84E-05,NA,NA,NA,NA,0.003509186,NA
P0C0S5,0.007649581,NA,NA,0.001458748,NA,0.003280843,NA,NA
P0C0S8,NA,NA,NA,NA,NA,NA,NA,0.007961771
P0CG38,0.003187918,NA,0.006414579,NA,NA,0.004408755,NA,NA
P0CG39,NA,NA,0.006589655,NA,NA,0.00418702,NA,NA
P0CG47,NA,0.00042452,NA,0.000296166,NA,NA,NA,NA
P0CG48,NA,0.00014192,NA,9.90E-05,NA,NA,NA,NA
P0DJI8,NA,NA,NA,NA,NA,NA,0.005939841,NA
P0DJI9,NA,NA,NA,NA,NA,NA,0.004911085,NA
P0DMV8,NA,0.000427157,NA,0.000352688,NA,NA,NA,NA
P0DMV9,NA,0.000427157,NA,0.000352688,NA,NA,NA,NA
P0DOX2,NA,NA,NA,NA,NA,NA,0.001385779,NA
P0DOX5,NA,NA,NA,0.001044305,NA,NA,NA,NA
P0DOX6,NA,0.000179615,NA,3.05E-05,NA,NA,NA,NA
P0DOX8,NA,0.000784526,NA,0.000197698,NA,NA,0.001397303,NA
P0DP23,0.003321833,0.003310138,0.006780222,0.001938735,0.010519108,0.004965827,NA,0.002440666
P0DP24,0.003321833,0.003310138,0.006780222,0.001938735,0.010519108,0.004965827,NA,0.002440666
P0DP25,0.003321833,0.003310138,0.006780222,0.001938735,0.010519108,0.004965827,NA,0.002440666
P0DPH7,0.01044901,NA,0.019113452,NA,0.019336619,0.015124049,NA,0.000279738
P0DPH7-2,NA,NA,NA,NA,NA,NA,NA,0.000279738
P0DPH8,0.01044901,NA,0.019113452,NA,0.019336619,0.015124049,NA,0.000279738
P0DPI2,NA,NA,NA,5.94E-05,NA,NA,NA,NA
P0DPI2-2,NA,NA,NA,5.94E-05,NA,NA,NA,NA
P10412,0.000221093,NA,NA,NA,NA,NA,NA,NA
P10599,NA,0.001044776,NA,0.000542257,NA,NA,NA,NA
P10599-2,NA,0.001044776,NA,0.000542257,NA,NA,NA,NA
P10606,NA,0.000186673,NA,0.000233667,NA,NA,NA,NA
P10636-2,NA,NA,NA,3.20E-05,NA,NA,NA,NA
P10636-4,NA,NA,NA,3.20E-05,NA,NA,NA,NA
P10636-5,NA,NA,NA,3.20E-05,NA,NA,NA,NA
P10636-6,NA,NA,NA,3.20E-05,NA,NA,NA,NA
P10636-7,NA,NA,NA,3.20E-05,NA,NA,NA,NA
P10636-8,NA,NA,NA,3.20E-05,NA,NA,NA,NA
P10643,NA,NA,NA,NA,NA,NA,0.000125841,NA
P10645,NA,2.15E-05,NA,NA,NA,NA,NA,NA
P10768,NA,NA,NA,3.86E-05,NA,NA,NA,NA
P10809,0.000159614,0.000252155,0.000598482,0.00085046,NA,NA,NA,NA
P10809-2,0.000159614,NA,NA,NA,NA,NA,NA,NA
P10909,NA,NA,NA,0.000249887,NA,NA,0.00186685,NA
P10909-2,NA,NA,NA,0.000249887,NA,NA,0.00186685,NA
P10909-4,NA,NA,NA,0.000249887,NA,NA,NA,NA
P10909-5,NA,NA,NA,0.000249887,NA,NA,0.00186685,NA
P10909-6,NA,NA,NA,0.000249887,NA,NA,0.00186685,NA
P10916,0.000615775,NA,NA,NA,NA,NA,NA,NA
P11021,NA,0.000725506,NA,0.000605576,NA,NA,NA,0.000620214
P11047,NA,3.88E-06,NA,1.25E-05,NA,NA,NA,NA
P11055,0.000321686,NA,0.000501639,NA,0.000399312,NA,NA,NA
P11137,NA,NA,NA,1.15E-05,NA,NA,NA,NA
P11137-3,NA,NA,NA,1.15E-05,NA,NA,NA,NA
P11142,NA,0.000822851,NA,0.001080983,NA,0.001083457,NA,NA
P11142-2,NA,NA,NA,NA,NA,0.001083457,NA,NA
P11177,NA,NA,NA,4.20E-05,NA,NA,NA,NA
P11177-2,NA,NA,NA,4.20E-05,NA,NA,NA,NA
P11177-3,NA,NA,NA,4.20E-05,NA,NA,NA,NA
P11182,NA,NA,NA,1.04E-05,NA,NA,NA,NA
P11233,NA,NA,NA,2.85E-05,NA,NA,NA,NA
P11234,NA,NA,NA,2.85E-05,NA,NA,NA,NA
P11234-2,NA,NA,NA,2.85E-05,NA,NA,NA,NA
P11234-3,NA,NA,NA,2.85E-05,NA,NA,NA,NA
P11279,NA,8.98E-05,NA,NA,NA,NA,NA,NA
P11766,NA,NA,NA,4.03E-05,NA,NA,NA,NA
P11940,NA,2.52E-05,NA,7.90E-06,NA,NA,NA,NA
P11940-2,NA,2.52E-05,NA,7.90E-06,NA,NA,NA,NA
P12109,NA,0.000404297,NA,0.000188965,NA,NA,NA,NA
P12110,NA,0.000308089,NA,NA,NA,NA,NA,NA
P12111,NA,0.000471908,NA,0.000197138,NA,NA,NA,NA
P12111-2,NA,0.000471908,NA,0.000197138,NA,NA,NA,NA
P12236,NA,0.00015563,NA,0.000570381,NA,NA,NA,NA
P12277,NA,4.68E-05,NA,0.001617478,NA,NA,NA,NA
P12318,NA,1.97E-05,NA,NA,NA,NA,NA,NA
P12318-2,NA,1.97E-05,NA,NA,NA,NA,NA,NA
P12532,NA,NA,NA,9.44E-05,NA,NA,NA,NA
P12532-2,NA,NA,NA,9.44E-05,NA,NA,NA,NA
P12814,0.000144751,0.000485936,0.000831245,NA,0.000181771,0.000709927,NA,NA
P12814-2,0.000144751,0.000485936,0.000831245,NA,0.000181771,0.000709927,NA,NA
P12814-3,0.000144751,0.000485936,0.000831245,NA,0.000181771,0.000709927,NA,NA
P12814-4,0.000144751,0.000485936,0.000831245,NA,0.000181771,0.000709927,NA,NA
P12882,NA,NA,NA,NA,0.000399518,NA,NA,NA
P12883,NA,NA,0.000378399,NA,NA,NA,NA,NA
P12955,NA,1.09E-05,NA,NA,NA,NA,NA,NA
P12955-2,NA,1.09E-05,NA,NA,NA,NA,NA,NA
P12955-3,NA,1.09E-05,NA,NA,NA,NA,NA,NA
P12956,NA,2.49E-05,NA,7.29E-05,NA,NA,NA,NA
P12956-2,NA,2.49E-05,NA,NA,NA,NA,NA,NA
P13010,NA,NA,NA,8.81E-05,NA,NA,NA,NA
P13073,NA,0.00014249,NA,0.000322042,NA,NA,NA,NA
P13284,NA,0.000239024,NA,NA,NA,NA,NA,NA
P13473,NA,4.79E-05,NA,NA,NA,NA,NA,NA
P13473-2,NA,4.79E-05,NA,NA,NA,NA,NA,NA
P13473-3,NA,4.79E-05,NA,NA,NA,NA,NA,NA
P13489,NA,0.000222487,NA,2.00E-05,NA,NA,NA,NA
P13533,NA,NA,0.000377618,NA,NA,0.000281897,NA,NA
P13591-1,NA,NA,NA,0.000898789,NA,NA,NA,NA
P13611,NA,2.63E-06,NA,NA,NA,NA,NA,NA
P13611-2,NA,2.63E-06,NA,NA,NA,NA,NA,NA
P13611-3,NA,2.63E-06,NA,NA,NA,NA,NA,NA
P13611-4,NA,2.63E-06,NA,NA,NA,NA,NA,NA
P13611-5,NA,2.63E-06,NA,NA,NA,NA,NA,NA
P13639,NA,0.000337834,NA,0.00028203,NA,NA,NA,NA
P13640,NA,0.000517867,NA,NA,NA,NA,NA,NA
P13640-2,NA,0.000517867,NA,NA,NA,NA,NA,NA
P13645,0.00029479,NA,NA,5.30E-05,NA,NA,NA,NA
P13647,NA,0.0006999,NA,NA,NA,NA,NA,NA
P13667,NA,0.000161783,NA,5.06E-05,NA,NA,NA,NA
P13671,NA,NA,NA,NA,NA,NA,0.000156773,NA
