Accessions,10C,18C,18T,19T,3T,4T,5C,8C
H7C0Y7,0.000251692,NA,NA,NA,NA,NA,NA,NA
H7C125,NA,6.00E-05,NA,NA,NA,NA,NA,NA
H7C144,NA,NA,NA,0.000168201,NA,NA,NA,NA
H7C1D4,NA,NA,NA,6.79E-05,NA,NA,NA,NA
H7C1F6,NA,NA,NA,8.65E-05,NA,NA,NA,NA
H7C1Q9,0.000457866,NA,NA,NA,NA,NA,NA,NA
H7C209,NA,NA,0.000187477,NA,NA,NA,NA,NA
H7C229,NA,NA,NA,5.25E-06,NA,NA,NA,NA
H7C2G3,NA,NA,NA,8.33E-05,NA,NA,NA,NA
H7C2W9,NA,0.000132131,NA,NA,NA,NA,NA,NA
H7C2Y0,NA,9.49E-05,NA,NA,NA,NA,NA,NA
H7C310,NA,NA,NA,8.32E-05,NA,NA,NA,NA
H7C3G9,NA,9.18E-05,NA,NA,NA,NA,NA,NA
H7C3I1,NA,0.000146611,NA,0.000154845,NA,NA,NA,NA
H7C3P7,NA,NA,NA,3.57E-05,NA,NA,NA,NA
H7C414,NA,5.02E-06,NA,NA,NA,NA,NA,NA
H7C463,NA,NA,NA,3.14E-05,NA,NA,NA,NA
H7C465,NA,4.57E-05,NA,NA,NA,NA,NA,NA
H7C4A0,NA,NA,0.000469285,NA,NA,NA,NA,NA
H7C4E0,NA,2.99E-05,NA,NA,NA,NA,NA,NA
H7C4K3,NA,5.90E-05,NA,1.92E-05,NA,NA,NA,NA
H7C597,NA,NA,NA,2.17E-05,NA,NA,NA,NA
H7C599,NA,NA,NA,NA,NA,NA,NA,NA
H7C5K5,NA,3.45E-05,NA,NA,NA,NA,NA,NA
H7C5W9,NA,NA,NA,1.53E-05,NA,NA,NA,NA
H8WV99,NA,0.000390825,NA,NA,NA,NA,NA,NA
H9E7D1,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9E7F7,NA,NA,NA,6.56E-05,NA,NA,NA,NA
H9E7P8,NA,NA,NA,6.41E-05,NA,NA,NA,NA
H9E7T7,NA,NA,NA,6.30E-05,NA,NA,NA,NA
H9E7W2,NA,NA,NA,6.33E-05,NA,NA,NA,NA
H9KV48,NA,1.35E-05,NA,NA,NA,NA,NA,NA
H9KV75,0.000157078,NA,NA,NA,NA,NA,NA,NA
H9LMC2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9M675,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9MK30,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9PDV6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9PMX8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9PWQ9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9Q9T5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9QH59,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9QLC8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9RAX1,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9RD12,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9RF01,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9RJL3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9RV93,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9S054,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9S5Y2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9S868,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9SA70,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9STE0,NA,NA,NA,6.16E-05,NA,NA,NA,NA
H9T3W9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
H9ZYJ2,NA,0.001044776,NA,0.000542257,NA,NA,NA,NA
I0CE67,NA,2.32E-05,NA,NA,NA,NA,NA,NA
I2E7Z7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
I3L0A0,NA,1.45E-05,NA,3.62E-05,NA,NA,NA,NA
I3L0Y6,NA,2.37E-05,NA,NA,NA,NA,NA,NA
I3L145,NA,NA,NA,NA,NA,NA,5.65E-05,NA
I3L170,NA,NA,NA,7.12E-05,NA,NA,NA,NA
I3L1J1,NA,NA,NA,NA,NA,NA,8.48E-05,NA
I3L1P8,NA,NA,NA,0.000118807,NA,NA,NA,NA
I3L246,NA,6.43E-05,NA,0.000143323,NA,NA,NA,NA
I3L397,NA,0.000293221,NA,NA,NA,NA,NA,NA
I3L3B0,NA,3.51E-05,NA,NA,NA,NA,NA,NA
I3L3D5,NA,NA,NA,NA,NA,NA,0.000344106,NA
I3L3P5,NA,0.000787955,NA,0.00027319,NA,NA,NA,NA
I3L3P7,NA,7.14E-05,NA,0.000159089,NA,NA,NA,NA
I3L3Q7,NA,3.53E-05,NA,NA,NA,NA,NA,NA
I3L4N8,NA,0.013426504,NA,0.012101613,NA,NA,NA,0.017812371
I3L504,NA,0.000230163,NA,NA,NA,NA,NA,NA
I3PYD8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
I3Q4M2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
I3WTX1,NA,0.000182212,NA,NA,NA,NA,NA,NA
I4AY87,NA,0.000356753,NA,0.000407733,NA,NA,NA,NA
I6L9F7,0.009707256,0.00392945,NA,0.005940037,NA,0.009322514,NA,0.025743995
I6N6Q6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
I6PRP7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
I6PZI4,NA,NA,NA,6.27E-05,NA,NA,NA,NA
I6TRR8,NA,NA,NA,5.13E-06,NA,NA,NA,NA
I6UIH6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
J3K000,NA,1.09E-05,NA,NA,NA,NA,NA,NA
J3KMX5,NA,0.000168734,NA,0.000147095,NA,NA,NA,NA
J3KMY5,NA,0.000120525,NA,NA,NA,NA,NA,NA
J3KND3,NA,0.001103117,NA,0.000209327,NA,NA,NA,NA
J3KP90,NA,NA,NA,2.38E-05,NA,NA,NA,NA
J3KPE3,NA,NA,NA,0.000193225,NA,NA,NA,NA
J3KPG2,NA,8.92E-05,NA,9.94E-05,NA,NA,NA,NA
J3KQ66,NA,NA,NA,NA,NA,1.54E-05,NA,NA
J3KQE5,NA,0.000163893,NA,NA,NA,NA,NA,NA
J3KQN4,NA,8.79E-05,NA,4.13E-05,NA,NA,NA,NA
J3KR73,0.000347092,NA,NA,NA,NA,NA,NA,NA
J3KRB3,NA,0.000172845,NA,0.000129815,NA,NA,NA,NA
J3KRE2,NA,0.000394087,NA,NA,NA,NA,NA,NA
J3KRX5,NA,0.000128144,NA,9.62E-05,NA,NA,NA,NA
J3KS05,NA,NA,NA,8.71E-05,NA,NA,NA,NA
J3KSH8,NA,NA,NA,6.30E-05,NA,NA,NA,NA
J3KSR8,NA,0.000112265,NA,NA,NA,NA,NA,NA
J3KSY2,NA,1.66E-05,NA,NA,NA,NA,NA,NA
J3KT34,NA,0.000104053,NA,NA,NA,NA,NA,NA
J3KT51,NA,NA,NA,5.64E-05,NA,NA,NA,NA
J3KTA4,NA,NA,NA,8.18E-05,NA,NA,NA,NA
J3KTE4,NA,6.44E-05,NA,NA,NA,NA,NA,NA
J3KTJ1,0.000471923,NA,NA,NA,0.001580306,NA,NA,NA
J3KTL2,NA,6.35E-05,NA,0.000231666,NA,NA,NA,NA
J3KTL9,NA,NA,NA,5.70E-05,NA,NA,NA,NA
J3QKL5,NA,3.65E-05,NA,NA,NA,NA,NA,NA
J3QKM9,NA,NA,NA,0.000433091,NA,NA,NA,NA
J3QKN0,NA,0.000471918,NA,0.000329233,NA,NA,NA,NA
J3QL64,NA,3.98E-05,NA,NA,NA,NA,NA,NA
J3QL70,NA,NA,NA,1.69E-05,NA,NA,NA,NA
J3QLC6,0.000275894,NA,NA,NA,NA,NA,NA,NA
J3QLC9,NA,5.86E-05,NA,6.88E-05,NA,NA,NA,NA
J3QLI9,NA,NA,NA,8.93E-05,NA,NA,NA,NA
J3QLR7,NA,NA,NA,NA,0.004503871,0.001363467,NA,NA
J3QQ67,0.000566308,0.00018307,NA,0.000185089,NA,NA,NA,NA
J3QQK6,NA,2.47E-05,NA,NA,NA,NA,NA,NA
J3QQQ9,0.000502797,NA,NA,NA,NA,NA,NA,NA
J3QQT2,NA,0.000130392,NA,9.79E-05,NA,NA,NA,NA
J3QQV1,0.000489084,NA,NA,NA,NA,NA,NA,NA
J3QQW9,NA,NA,NA,7.02E-06,NA,NA,NA,NA
J3QR09,NA,6.47E-05,NA,NA,NA,NA,NA,NA
J3QR68,NA,5.30E-05,NA,NA,NA,NA,NA,NA
J3QRC4,0.000398513,NA,NA,NA,NA,NA,NA,NA
J3QRI7,0.000502797,NA,NA,NA,NA,NA,NA,NA
J3QRS3,0.000303951,0.000634899,NA,8.04E-05,0.001017824,NA,NA,NA
J3QRU4,NA,0.000181533,NA,0.000118557,NA,NA,NA,NA
J3QS39,NA,0.001045324,NA,0.000729269,NA,NA,NA,NA
J3QS92,NA,4.28E-05,NA,NA,NA,NA,NA,NA
J3QS96,NA,0.000161573,NA,0.000121349,NA,NA,NA,NA
J3QSU6,NA,NA,NA,6.22E-06,NA,NA,NA,NA
J3QTR3,NA,0.000917124,NA,0.00063983,NA,NA,NA,NA
J7FG21,NA,NA,NA,6.27E-05,NA,NA,NA,NA
J7HPF9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
J9R021,NA,3.87E-06,NA,NA,NA,NA,NA,NA
K4DI93,NA,NA,NA,5.58E-06,NA,NA,NA,NA
K7EIF2,0.000288855,NA,NA,NA,NA,NA,NA,NA
K7EIP4,NA,9.33E-06,NA,NA,NA,NA,NA,NA
K7EJ35,NA,3.19E-05,NA,NA,NA,NA,NA,NA
K7EJ78,NA,4.15E-05,NA,NA,NA,NA,NA,NA
K7EJ99,NA,0.000100337,NA,NA,NA,NA,NA,NA
K7EJD3,NA,NA,NA,4.49E-05,NA,NA,NA,NA
K7EJD9,NA,0.000172622,NA,NA,NA,NA,NA,NA
K7EJI9,NA,NA,NA,0.000181585,NA,NA,NA,NA
K7EJM5,NA,3.99E-05,NA,NA,NA,NA,NA,NA
K7EJP1,NA,NA,0.001995275,NA,NA,NA,NA,NA
K7EJT5,NA,NA,NA,0.000285041,NA,NA,NA,NA
K7EJU1,NA,NA,NA,NA,NA,NA,NA,0.001127975
K7EJV0,NA,4.99E-05,NA,NA,NA,NA,NA,NA
K7EJV1,NA,NA,NA,0.000152752,NA,NA,NA,NA
K7EJV5,NA,NA,NA,0.000215308,NA,NA,NA,NA
K7EJV9,NA,NA,NA,5.42E-05,NA,NA,NA,NA
K7EK07,NA,NA,NA,NA,NA,NA,NA,0.000847691
K7EK42,NA,NA,NA,3.07E-05,NA,NA,NA,NA
K7EK77,NA,NA,0.001388018,NA,0.005395942,NA,NA,NA
K7EKH9,NA,NA,NA,NA,NA,NA,NA,0.001071793
K7EKP1,NA,NA,NA,0.000284369,NA,NA,NA,NA
K7EKQ5,NA,NA,NA,4.39E-05,NA,NA,NA,NA
K7EKS7,NA,NA,NA,0.000252772,NA,NA,NA,NA
K7EKX0,NA,0.000284907,NA,NA,NA,NA,NA,NA
K7EL50,0.000640467,NA,0.001667327,NA,0.00123916,0.000811187,NA,NA
K7EL99,NA,NA,NA,4.41E-05,NA,NA,NA,NA
K7ELC2,NA,3.52E-05,NA,NA,NA,NA,NA,NA
K7ELC4,NA,NA,NA,0.000169581,NA,NA,NA,NA
K7ELC7,NA,NA,NA,3.49E-05,NA,NA,NA,NA
K7ELL7,NA,0.000105025,NA,3.13E-05,NA,NA,NA,NA
K7ELM9,NA,NA,NA,0.000163821,NA,NA,NA,NA
K7ELP4,NA,NA,NA,NA,NA,NA,NA,0.001480095
K7ELT6,NA,0.00015195,NA,0.000167462,NA,NA,NA,NA
K7ELV6,NA,NA,NA,0.000254015,NA,NA,NA,NA
K7EM56,NA,4.78E-05,NA,NA,NA,NA,NA,NA
K7EM98,NA,0.000185809,NA,NA,NA,NA,NA,NA
K7EMA7,NA,NA,NA,0.000131577,NA,NA,NA,NA
K7EMH1,NA,NA,NA,0.000150527,NA,NA,NA,NA
K7EMV3,NA,NA,NA,NA,NA,NA,NA,0.001216252
K7EMY9,NA,NA,NA,0.000142184,NA,NA,NA,NA
K7EN94,NA,2.92E-05,NA,NA,NA,NA,NA,NA
K7EN99,NA,NA,NA,8.15E-05,NA,NA,NA,NA
K7ENC1,NA,3.83E-05,NA,NA,NA,NA,NA,NA
K7ENG2,NA,NA,NA,3.00E-05,NA,NA,NA,NA
K7ENK9,NA,0.000301666,NA,NA,NA,NA,NA,NA
K7ENL0,NA,4.11E-05,NA,NA,NA,NA,NA,NA
K7ENX8,NA,NA,NA,0.000282592,NA,NA,NA,NA
K7EP01,NA,NA,NA,NA,NA,NA,NA,0.000990223
K7EP07,NA,NA,NA,3.47E-05,NA,NA,NA,NA
K7EP36,NA,NA,NA,3.56E-05,NA,NA,NA,NA
K7EP65,NA,NA,NA,0.000279103,NA,NA,NA,NA
K7EPF9,NA,NA,NA,0.000116834,NA,NA,NA,NA
K7EPL5,NA,1.96E-05,NA,NA,NA,NA,NA,NA
K7EPM4,NA,NA,NA,0.000134567,NA,NA,NA,NA
K7EPY1,NA,4.13E-05,NA,NA,NA,NA,NA,NA
K7EQH4,NA,NA,0.002588466,NA,NA,NA,NA,NA
K7EQJ4,NA,1.52E-05,NA,NA,NA,NA,NA,NA
K7EQJ5,NA,3.80E-05,NA,NA,NA,NA,NA,NA
K7EQR1,NA,2.99E-05,NA,NA,NA,NA,NA,NA
K7EQR7,NA,NA,NA,0.000111917,NA,NA,NA,NA
K7EQT9,NA,NA,NA,0.000191883,NA,NA,NA,NA
K7ER40,NA,NA,NA,0.000130678,NA,NA,NA,NA
K7ER74,NA,NA,NA,NA,NA,NA,0.001838303,NA
K7ERI7,NA,NA,NA,0.00014102,NA,NA,NA,NA
K7ERI9,NA,0.000567561,NA,0.000195734,NA,NA,0.004307796,NA
K7ERT8,NA,NA,NA,5.26E-05,NA,NA,NA,NA
K7ERX7,NA,NA,0.001401559,NA,0.005448585,NA,NA,NA
K7ERZ6,NA,NA,NA,7.03E-05,NA,NA,NA,NA
K7ES00,NA,NA,NA,NA,NA,NA,NA,0.000741028
K7ES25,NA,1.05E-05,NA,NA,NA,NA,NA,NA
K7ES41,0.000494706,NA,NA,NA,NA,NA,NA,NA
K7ES75,NA,NA,NA,0.000104664,NA,NA,NA,NA
K7ESM3,NA,NA,NA,4.41E-05,NA,NA,NA,NA
K7ESM8,NA,5.44E-05,NA,NA,NA,NA,NA,NA
K7WVJ5,NA,NA,NA,6.30E-05,NA,NA,NA,NA
K7X9X2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
K9J967,0.000478216,NA,NA,NA,NA,NA,NA,NA
K9JA46,0.000411579,0.000472746,NA,0.000889926,NA,0.000382466,NA,NA
K9M370,NA,NA,NA,6.27E-05,NA,NA,NA,NA
K9MS24,NA,1.02E-05,NA,1.88E-05,NA,NA,NA,NA
L7N2F9,NA,0.000169531,NA,0.000110718,NA,NA,NA,NA
L7NVC9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
L7RXH5,NA,1.41E-05,NA,NA,NA,NA,NA,NA
L7XMG0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
L8B196,NA,0.000182392,NA,0.000127246,NA,NA,NA,NA
L8B4I8,NA,0.000182392,NA,0.000127246,NA,NA,NA,NA
L8B4J3,NA,0.00014192,NA,9.90E-05,NA,NA,NA,NA
L8B4M0,NA,0.00014192,NA,9.90E-05,NA,NA,NA,NA
L8B4R0,NA,0.000159631,NA,0.000111366,NA,NA,NA,NA
L8B4Z6,NA,0.00014192,NA,9.90E-05,NA,NA,NA,NA
L8EC48,NA,NA,NA,6.65E-05,NA,NA,NA,NA
M0QXL5,NA,NA,NA,3.09E-05,NA,NA,NA,NA
M0QY65,NA,2.89E-05,NA,NA,NA,NA,NA,NA
M0QY67,NA,NA,NA,3.76E-05,NA,NA,NA,NA
M0QYF3,NA,3.47E-05,NA,NA,NA,NA,NA,NA
M0QYG8,NA,6.71E-05,NA,NA,NA,NA,NA,NA
M0QYJ8,NA,4.52E-05,NA,NA,NA,NA,NA,NA
M0QYS1,NA,4.25E-05,NA,NA,NA,NA,NA,NA
M0QZL1,NA,NA,NA,0.000168549,NA,NA,NA,NA
M0QZN2,NA,9.32E-05,0.001590841,NA,0.003764429,0.000795921,NA,NA
M0QZR9,NA,NA,NA,0.000153233,NA,NA,NA,NA
M0R009,NA,4.09E-05,NA,NA,NA,NA,NA,NA
M0R0C1,NA,5.73E-05,NA,NA,NA,NA,NA,NA
M0R0F0,NA,6.24E-05,0.001065863,9.63E-05,0.002522168,0.000533267,NA,NA
M0R0P1,NA,NA,NA,3.31E-05,NA,NA,NA,NA
M0R0P7,NA,4.56E-05,NA,8.56E-05,NA,NA,NA,NA
M0R0R2,NA,5.55E-05,0.000947434,NA,0.002241927,0.000474015,NA,NA
M0R0Y3,NA,NA,NA,1.89E-05,NA,NA,NA,NA
M0R117,NA,4.05E-05,NA,7.61E-05,NA,NA,NA,NA
M0R192,NA,NA,NA,0.000159243,NA,NA,NA,NA
M0R1A7,NA,4.25E-05,NA,7.97E-05,NA,NA,NA,NA
M0R1D2,NA,6.18E-05,NA,NA,NA,NA,NA,NA
M0R210,NA,0.000262725,NA,9.09E-05,NA,NA,NA,NA
M0R299,NA,NA,NA,3.29E-05,NA,NA,NA,NA
M0R2K5,NA,NA,0.000588468,NA,NA,NA,NA,NA
M0R2Q4,NA,NA,NA,2.76E-05,NA,NA,NA,NA
M0R3D6,NA,4.43E-05,NA,8.31E-05,NA,NA,NA,NA
N0BMC4,NA,NA,NA,6.27E-05,NA,NA,NA,NA
O00148,NA,NA,NA,NA,NA,NA,NA,0.00026205
O00151,NA,0.000146388,NA,NA,NA,NA,NA,NA
O00182,NA,1.51E-05,NA,NA,NA,NA,NA,NA
O00182-2,NA,1.51E-05,NA,NA,NA,NA,NA,NA
O00182-3,NA,1.51E-05,NA,NA,NA,NA,NA,NA
O00182-6,NA,1.51E-05,NA,NA,NA,NA,NA,NA
O00194,0.000197428,NA,NA,NA,NA,NA,NA,NA
O00231,NA,NA,NA,2.18E-05,NA,NA,NA,NA
O00231-2,NA,NA,NA,2.18E-05,NA,NA,NA,NA
O00232,NA,NA,NA,3.12E-05,NA,NA,NA,NA
O00264,NA,NA,NA,0.000244752,NA,NA,NA,NA
O00299,NA,0.000436689,NA,NA,NA,NA,NA,NA
O00410,NA,6.50E-06,NA,NA,NA,NA,NA,NA
O00410-2,NA,6.50E-06,NA,NA,NA,NA,NA,NA
O00410-3,NA,6.50E-06,NA,NA,NA,NA,NA,NA
O00468,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00468-2,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00468-3,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00468-4,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00468-5,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00468-6,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00468-7,NA,NA,NA,4.45E-06,NA,NA,NA,NA
O00479,NA,0.000218016,NA,0.000251193,NA,NA,NA,NA
O00571,7.31E-05,NA,NA,NA,NA,NA,NA,NA
O00571-2,7.31E-05,NA,NA,NA,NA,NA,NA,NA
O00764,NA,2.86E-05,NA,NA,NA,NA,NA,NA
O00764-2,NA,2.86E-05,NA,NA,NA,NA,NA,NA
O14531,NA,NA,NA,4.54E-05,NA,NA,NA,NA
O14594,NA,NA,NA,3.17E-06,NA,NA,NA,NA
O14773,NA,0.000167921,NA,NA,NA,NA,NA,NA
O14773-2,NA,0.000167921,NA,NA,NA,NA,NA,NA
O14791,NA,NA,NA,NA,NA,NA,0.000165182,NA
O14791-2,NA,NA,NA,NA,NA,NA,0.000165182,NA
O14791-3,NA,NA,NA,NA,NA,NA,0.000165182,NA
O14950,0.000312786,0.000653355,NA,8.28E-05,0.001047412,NA,NA,NA
O14979,NA,NA,NA,0.000147526,NA,NA,NA,NA
O14979-2,NA,NA,NA,0.000147526,NA,NA,NA,NA
O14979-3,NA,NA,NA,0.000147526,NA,NA,NA,NA
O15020,5.40E-05,NA,NA,NA,NA,NA,NA,NA
O15020-2,5.40E-05,NA,NA,NA,NA,NA,NA,NA
O15075,NA,NA,NA,0.000102966,NA,NA,NA,NA
O15075-2,NA,NA,NA,0.000102966,NA,NA,NA,NA
O15143,NA,0.000210983,NA,NA,NA,NA,NA,NA
O15144,NA,0.000139728,NA,4.74E-05,NA,NA,NA,NA
O15145,NA,6.51E-05,NA,NA,NA,NA,NA,NA
O15173,NA,9.20E-05,NA,NA,NA,NA,NA,NA
O15173-2,NA,9.20E-05,NA,NA,NA,NA,NA,NA
O15240,NA,NA,NA,9.53E-06,NA,NA,NA,NA
O15260,NA,1.99E-05,NA,NA,NA,NA,NA,NA
O15260-2,NA,1.99E-05,NA,NA,NA,NA,NA,NA
O15260-3,NA,1.99E-05,NA,NA,NA,NA,NA,NA
O15355,NA,NA,NA,1.38E-05,NA,NA,NA,NA
O15400,NA,0.000112767,NA,NA,NA,NA,NA,NA
O15400-2,NA,0.000112767,NA,NA,NA,NA,NA,NA
O15511,NA,0.000313045,NA,NA,NA,NA,NA,NA
O15511-2,NA,0.000313045,NA,NA,NA,NA,NA,NA
O15523,7.34E-05,NA,NA,NA,NA,NA,NA,NA
O15523-2,7.34E-05,NA,NA,NA,NA,NA,NA,NA
O43390,NA,NA,NA,0.000116403,NA,NA,NA,NA
O43390-2,NA,NA,NA,0.000116403,NA,NA,NA,NA
O43390-4,NA,NA,NA,0.000116403,NA,NA,NA,NA
O43399,NA,0.000251112,NA,NA,NA,NA,NA,NA
O43399-5,NA,0.000251112,NA,NA,NA,NA,NA,NA
O43399-7,NA,0.000251112,NA,NA,NA,NA,NA,NA
O43602,NA,NA,NA,0.00027528,NA,NA,NA,NA
O43602-2,NA,NA,NA,0.00027528,NA,NA,NA,NA
O43707,NA,0.000450346,NA,0.000167278,NA,NA,NA,NA
O43760,NA,2.39E-05,NA,NA,NA,NA,NA,NA
O43760-2,NA,2.39E-05,NA,NA,NA,NA,NA,NA
O43765,NA,NA,NA,2.14E-05,NA,NA,NA,NA
O43776,NA,1.14E-05,NA,NA,NA,NA,NA,NA
O43790,NA,0.000411073,NA,NA,NA,NA,NA,NA
O43852,NA,0.000141569,NA,NA,NA,NA,NA,NA
O43852-2,NA,0.000141569,NA,NA,NA,NA,NA,NA
O43852-3,NA,0.000141569,NA,NA,NA,NA,NA,NA
O43852-4,NA,0.000141569,NA,NA,NA,NA,NA,NA
O43852-5,NA,0.000141569,NA,NA,NA,NA,NA,NA
O43852-9,NA,0.000141569,NA,NA,NA,NA,NA,NA
O43866,NA,NA,NA,NA,NA,NA,0.000163624,NA
O60234,NA,4.40E-05,NA,NA,NA,NA,NA,NA
O60282,NA,NA,NA,3.94E-05,NA,NA,NA,NA
O60282-2,NA,NA,NA,3.94E-05,NA,NA,NA,NA
O60293,NA,NA,NA,4.63E-06,NA,NA,NA,NA
O60293-2,NA,NA,NA,4.63E-06,NA,NA,NA,NA
O60506,NA,4.58E-05,NA,NA,NA,NA,NA,NA
O60506-2,NA,4.58E-05,NA,NA,NA,NA,NA,NA
O60506-3,NA,4.58E-05,NA,0.000108864,NA,NA,NA,NA
O60506-4,NA,4.58E-05,NA,0.000108864,NA,NA,NA,NA
O60664,NA,0.000191118,NA,NA,NA,NA,NA,NA
O60664-3,NA,0.000191118,NA,NA,NA,NA,NA,NA
O60664-4,NA,0.000191118,NA,NA,NA,NA,NA,NA
O60814,0.010631756,0.004303683,NA,0.006505754,NA,0.010210373,NA,0.028195804
O60869,NA,7.83E-05,NA,NA,NA,NA,NA,NA
O60869-2,NA,7.83E-05,NA,NA,NA,NA,NA,NA
O60869-3,NA,7.83E-05,NA,NA,NA,NA,NA,NA
O75083,NA,9.57E-05,NA,2.35E-05,NA,NA,NA,NA
O75225,NA,3.02E-05,NA,NA,NA,NA,NA,NA
O75342,NA,NA,NA,NA,NA,NA,NA,0.000199528
O75347,NA,NA,NA,6.20E-05,NA,NA,NA,NA
O75347-2,NA,NA,NA,6.20E-05,NA,NA,NA,NA
O75367,NA,0.000112684,NA,0.000659493,NA,NA,NA,NA
O75367-2,NA,0.000112684,NA,0.000659493,NA,NA,NA,NA
O75367-3,NA,0.000112684,NA,0.000659493,NA,NA,NA,NA
O75368,NA,0.000633705,NA,NA,NA,NA,NA,NA
O75369,2.69E-05,2.26E-05,0.000103299,NA,NA,8.20E-05,NA,NA
O75369-2,2.69E-05,2.26E-05,0.000103299,NA,NA,8.20E-05,NA,NA
O75369-3,2.69E-05,2.26E-05,0.000103299,NA,NA,8.20E-05,NA,NA
O75369-6,2.69E-05,2.26E-05,0.000103299,NA,NA,8.20E-05,NA,NA
O75369-7,2.69E-05,NA,0.000103299,NA,NA,8.20E-05,NA,NA
O75369-8,2.69E-05,2.26E-05,0.000103299,NA,NA,8.20E-05,NA,NA
O75369-9,2.69E-05,2.26E-05,0.000103299,NA,NA,8.20E-05,NA,NA
O75390,NA,NA,NA,5.21E-05,NA,NA,NA,NA
O75477,0.000108217,NA,NA,NA,NA,NA,NA,NA
O75489,NA,NA,NA,1.59E-05,NA,NA,NA,NA
O75636,NA,NA,NA,NA,NA,NA,4.50E-05,NA
O75636-2,NA,NA,NA,NA,NA,NA,4.50E-05,NA
O75874,NA,0.000288677,NA,NA,NA,NA,NA,NA
O75915,NA,5.22E-05,NA,NA,NA,NA,NA,NA
O75916,NA,NA,NA,1.24E-05,NA,NA,NA,NA
O75916-2,NA,NA,NA,1.24E-05,NA,NA,NA,NA
O75916-3,NA,NA,NA,1.24E-05,NA,NA,NA,NA
O75916-5,NA,NA,NA,1.24E-05,NA,NA,NA,NA
O75947,NA,6.09E-05,NA,0.000400452,NA,NA,NA,NA
O75947-2,NA,6.09E-05,NA,0.000400452,NA,NA,NA,NA
O75964,NA,NA,NA,0.000260135,NA,NA,NA,NA
O94826,NA,8.80E-06,NA,2.34E-05,NA,NA,NA,NA
O94905,0.00011109,NA,NA,NA,NA,NA,NA,NA
O94905-2,0.00011109,NA,NA,NA,NA,NA,NA,NA
O94905-3,0.00011109,NA,NA,NA,NA,NA,NA,NA
O94973,NA,NA,NA,1.16E-05,NA,NA,NA,NA
O94973-2,NA,NA,NA,1.16E-05,NA,NA,NA,NA
O94973-3,NA,NA,NA,1.16E-05,NA,NA,NA,NA
O95155,NA,NA,NA,NA,NA,5.12E-05,NA,NA
O95155-2,NA,NA,NA,NA,NA,5.12E-05,NA,NA
O95155-3,NA,NA,NA,NA,NA,5.12E-05,NA,NA
O95155-4,NA,NA,NA,NA,NA,5.12E-05,NA,NA
O95197,NA,NA,NA,1.30E-05,NA,NA,NA,NA
O95197-2,NA,NA,NA,1.30E-05,NA,NA,NA,NA
O95197-3,NA,NA,NA,1.30E-05,NA,NA,NA,NA
O95197-4,NA,NA,NA,1.30E-05,NA,NA,NA,NA
O95197-7,NA,NA,NA,1.30E-05,NA,NA,NA,NA
O95445,NA,NA,NA,NA,NA,NA,0.000484803,NA
O95445-2,NA,NA,NA,NA,NA,NA,0.000484803,NA
O95716,NA,NA,NA,NA,0.001480725,NA,NA,NA
O95758,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
O95758-1,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
O95758-2,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
O95758-4,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
O95758-5,NA,1.13E-05,NA,1.06E-05,NA,NA,NA,NA
